Formatter, loc, ns
scalariform, 8, 470333
scalafmt, 15, 1407221
scalariform, 15, 450256
scalafmt, 21, 1772994
scalafmt, 22, 4061511
scalariform, 21, 557309
scalariform, 22, 1048937
scalafmt, 9, 1736239
scalariform, 9, 512558
scalafmt, 38, 1854751
scalariform, 38, 541792
scalafmt, 8, 976607
scalariform, 8, 295360
scalafmt, 37, 1036279
scalariform, 37, 347234
scalafmt, 97, 45275356
scalafmt, 233, 86535585
scalafmt, 8, 1724825
scalafmt, 13, 597557
scalariform, 13, 189530
scalafmt, 8, 267600
scalafmt, 6, 238718
scalafmt, 5, 732392
scalariform, 5, 259415
scalafmt, 5, 153105
scalariform, 5, 215915
scalafmt, 10, 464500
scalafmt, 37, 1003160
scalariform, 37, 284585
scalafmt, 4, 110630
scalafmt, 5, 81763
scalariform, 5, 123502
scalariform, 97, 9630149
scalafmt, 2, 109195
scalariform, 668, 50771248
scalafmt, 7, 832023
scalariform, 7, 279241
scalafmt, 2, 152628
scalafmt, 8, 382241
scalafmt, 4, 233690
scalafmt, 5, 924790
scalariform, 5, 327674
scalafmt, 81, 24464156
scalafmt, 0, 407693
scalariform, 0, 94650
scalafmt, 3, 446871
scalariform, 3, 162534
scalafmt, 0, 217376
scalariform, 0, 55603
scalariform, 233, 17991501
scalafmt, 3, 739353
scalariform, 3, 266591
scalafmt, 3, 450511
scalariform, 3, 151004
scalafmt, 0, 104163
scalariform, 0, 50757
scalafmt, 5, 695187
scalariform, 5, 213210
scalariform, 81, 5271007
scalafmt, 26, 2238143
scalariform, 26, 607494
scalafmt, 3, 432589
scalariform, 3, 169541
scalafmt, 5, 587778
scalariform, 5, 205746
scalafmt, 0, 108726
scalariform, 0, 55326
scalafmt, 3, 401779
scalariform, 3, 165896
scalafmt, 0, 102001
scalariform, 0, 52285
scalafmt, 3, 429267
scalariform, 3, 180654
scalafmt, 3, 513923
scalariform, 3, 178859
scalafmt, 0, 114073
scalariform, 0, 57110
scalafmt, 3, 454681
scalariform, 3, 163654
scalafmt, 3, 427503
scalariform, 3, 155955
scalafmt, 3, 398835
scalariform, 3, 177522
scalafmt, 1318, 860360132
scalafmt, 6, 1007860
scalariform, 6, 313820
scalafmt, 0, 115944
scalariform, 0, 52087
scalafmt, 3, 408825
scalariform, 3, 147350
scalafmt, 0, 101656
scalariform, 0, 46736
scalafmt, 5, 1038981
scalariform, 5, 332362
scalafmt, 3, 533393
scalariform, 3, 193014
scalafmt, 3, 515347
scalariform, 3, 191283
scalafmt, 11, 2900145
scalariform, 11, 795444
scalafmt, 3, 595606
scalariform, 3, 196398
scalafmt, 0, 113958
scalariform, 0, 52220
scalafmt, 41, 21163971
scalafmt, 3, 586365
scalariform, 41, 2075738
scalariform, 3, 197476
scalafmt, 10, 2832722
scalariform, 10, 786599
scalafmt, 3, 572291
scalariform, 3, 207653
scalafmt, 3, 493278
scalariform, 3, 174536
scalafmt, 0, 99891
scalariform, 0, 48538
scalafmt, 3, 480305
scalariform, 3, 192097
scalafmt, 3, 524302
scalariform, 3, 197551
scalafmt, 0, 115721
scalariform, 0, 62418
scalafmt, 8, 1519207
scalariform, 8, 477593
scalafmt, 3, 472133
scalariform, 3, 206122
scalafmt, 3, 530747
scalariform, 3, 216862
scalafmt, 0, 109541
scalariform, 0, 57396
scalafmt, 8, 1455660
scalariform, 8, 475080
scalafmt, 3, 539931
scalariform, 3, 206237
scalafmt, 5, 1048193
scalariform, 5, 332994
scalafmt, 10, 5926038
scalariform, 10, 691654
scalafmt, 0, 131745
scalariform, 0, 60095
scalafmt, 3, 617076
scalariform, 3, 239764
scalafmt, 9, 2093497
scalariform, 9, 649480
scalafmt, 0, 135273
scalariform, 0, 61630
scalafmt, 5, 982204
scalariform, 5, 326658
scalafmt, 3, 571296
scalariform, 3, 217680
scalafmt, 3, 532737
scalariform, 3, 199559
scalafmt, 9, 2407945
scalariform, 9, 673716
scalafmt, 0, 127332
scalariform, 0, 61773
scalafmt, 75, 71555776
scalafmt, 3, 537413
scalariform, 3, 201147
scalafmt, 7, 2501772
scalariform, 7, 708977
scalafmt, 3, 589708
scalariform, 3, 218812
scalafmt, 0, 113586
scalariform, 0, 59934
scalafmt, 0, 103149
scalariform, 0, 55328
scalafmt, 3, 554196
scalariform, 3, 201061
scalafmt, 7, 1425888
scalariform, 7, 486949
scalafmt, 3, 459661
scalariform, 3, 166121
scalafmt, 7, 1363678
scalariform, 7, 446508
scalafmt, 0, 127472
scalariform, 0, 62355
scalariform, 75, 12740588
scalafmt, 3, 553132
scalariform, 3, 188745
scalafmt, 3, 437526
scalariform, 3, 179683
scalafmt, 5, 759450
scalariform, 5, 290206
scalafmt, 0, 110378
scalariform, 0, 57696
scalafmt, 5, 946037
scalariform, 5, 255813
scalafmt, 0, 113162
scalariform, 0, 58663
scalafmt, 3, 572382
scalariform, 3, 227505
scalafmt, 5, 862477
scalariform, 5, 246360
scalafmt, 5, 864091
scalariform, 5, 296414
scalafmt, 181, 123570534
scalafmt, 3, 521536
scalariform, 3, 193736
scalafmt, 0, 99008
scalariform, 0, 52655
scalafmt, 3, 492469
scalariform, 3, 185043
scalafmt, 5, 870084
scalariform, 5, 294612
scalafmt, 0, 111484
scalariform, 0, 57466
scalafmt, 3, 836462
scalariform, 3, 286596
scalafmt, 0, 107566
scalariform, 0, 57012
scalafmt, 7, 1646923
scalariform, 7, 500797
scalafmt, 0, 115613
scalariform, 0, 50815
scalafmt, 3, 874721
scalariform, 3, 273785
scalafmt, 310, 143371750
scalafmt, 5, 1376603
scalariform, 181, 13520196
scalariform, 5, 451659
scalafmt, 0, 121399
scalariform, 0, 56864
scalafmt, 3, 727040
scalariform, 3, 302605
scalafmt, 3, 3408785
scalariform, 3, 192269
scalafmt, 4, 730806
scalariform, 4, 260647
scalafmt, 0, 108059
scalariform, 0, 53917
scalafmt, 3, 407061
scalariform, 3, 154633
scalafmt, 13, 2730103
scalariform, 13, 2952195
scalafmt, 11, 2255054
scalafmt, 29, 15963407
scalariform, 11, 627588
scalariform, 310, 20358509
scalafmt, 6, 2100215
scalariform, 6, 572896
scalariform, 29, 5711562
scalafmt, 9, 2053787
scalariform, 9, 539050
scalafmt, 11, 2595339
scalariform, 11, 648215
scalafmt, 8, 2207246
scalariform, 8, 596004
scalafmt, 7, 1232914
scalariform, 7, 355454
scalafmt, 12, 2555680
scalariform, 12, 674394
scalariform, 1318, 159770298
scalafmt, 11, 1708939
scalariform, 11, 530322
scalafmt, 8, 2004308
scalariform, 8, 611567
scalafmt, 63, 21717460
scalariform, 63, 3754794
scalafmt, 237, 194708159
scalafmt, 9, 14815163
scalariform, 9, 449614
scalafmt, 11, 2389154
scalariform, 11, 629219
scalafmt, 8, 2039973
scalariform, 8, 613194
scalafmt, 110, 88435800
scalafmt, 714, 630283324
scalafmt, 9, 2612655
scalafmt, 44, 19309064
scalariform, 9, 328609
scalafmt, 3, 870268
scalariform, 3, 224022
scalariform, 44, 3384386
scalafmt, 30, 2929631
scalariform, 30, 940011
scalafmt, 26, 2389498
scalariform, 26, 778490
scalariform, 110, 12582315
scalafmt, 83, 41283435
scalafmt, 26, 2410246
scalariform, 26, 693230
scalariform, 237, 33637656
scalafmt, 26, 2433457
scalariform, 26, 715443
scalafmt, 29, 8948660
scalafmt, 30, 2885410
scalariform, 30, 797570
scalariform, 29, 2034160
scalafmt, 18, 1965513
scalariform, 18, 629277
scalafmt, 11, 2449157
scalariform, 83, 13366424
scalariform, 11, 662329
scalafmt, 16, 2844672
scalariform, 16, 801007
scalafmt, 32, 5013874
scalariform, 32, 1418295
scalafmt, 30, 3872730
scalafmt, 39, 30150381
scalariform, 30, 997390
scalariform, 39, 10168216
scalafmt, 83, 42765232
scalafmt, 103, 30187416
scalariform, 103, 4595100
scalariform, 83, 15720964
scalafmt, 34, 4191729
scalariform, 34, 1055799
scalafmt, 46, 3763385
scalafmt, 455, 535056822
scalariform, 46, 11416660
scalafmt, 242, 149658282
scalafmt, 24, 9259306
scalariform, 24, 722199
scalafmt, 69, 33218988
scalariform, 69, 6009728
scalafmt, 50, 13026329
scalariform, 714, 124417151
scalafmt, 192, 82380082
scalariform, 242, 26173286
scalariform, 50, 12570464
scalafmt, 66, 7429579
scalariform, 66, 1819378
scalafmt, 38, 16379137
scalafmt, 30, 4602849
scalariform, 30, 1117012
scalariform, 38, 2525923
scalariform, 192, 24328400
scalafmt, 35, 4926377
scalariform, 35, 1357480
scalafmt, 62, 34506577
scalafmt, 36, 4077375
scalariform, 36, 1059820
scalariform, 455, 77468013
scalafmt, 95, 48977407
scalafmt, 40, 4267973
scalariform, 62, 6464672
scalariform, 40, 1150475
scalariform, 95, 6380338
scalafmt, 28, 3308358
scalariform, 28, 873286
scalafmt, 40, 11264021
scalariform, 40, 996938
scalafmt, 78, 37875671
scalafmt, 42, 5114185
scalariform, 42, 1281246
scalafmt, 12, 1382629
scalariform, 12, 476676
scalafmt, 34, 4020419
scalariform, 34, 1058445
scalafmt, 12, 1344510
scalariform, 12, 446379
scalariform, 78, 13196144
scalafmt, 13, 1684341
scalariform, 13, 518867
scalafmt, 24, 2314105
scalariform, 24, 667618
scalafmt, 12, 1447084
scalariform, 12, 491530
scalafmt, 9, 1454524
scalariform, 9, 545996
scalafmt, 10, 899793
scalariform, 10, 320373
scalafmt, 41, 2677289
scalariform, 41, 764432
scalafmt, 18, 903370
scalariform, 18, 357357
scalafmt, 73, 52224388
scalafmt, 22, 2800316
scalariform, 22, 7437273
scalafmt, 22, 2313977
scalariform, 73, 14196108
scalariform, 22, 16760221
scalafmt, 367, 229765204
scalafmt, 16, 1630590
scalariform, 16, 500763
scalafmt, 31, 2701966
scalariform, 31, 815005
scalafmt, 12, 2171937
scalariform, 12, 524319
scalafmt, 11, 821670
scalariform, 11, 291314
scalafmt, 10, 833887
scalariform, 10, 317169
scalafmt, 199, 120443020
scalafmt, 16, 2086092
scalariform, 16, 587701
scalafmt, 174, 111675509
scalafmt, 159, 111312400
scalafmt, 49, 42741840
scalafmt, 47, 5494175
scalariform, 47, 1461011
scalariform, 49, 4274668
scalafmt, 43, 5432013
scalariform, 43, 1521789
scalafmt, 23, 5020490
scalariform, 23, 1330802
scalariform, 367, 42950328
scalariform, 199, 30428241
scalariform, 159, 21812743
scalafmt, 25, 5623591
scalariform, 25, 1496909
scalariform, 174, 35575776
scalafmt, 39, 8069512
scalafmt, 37, 16238987
scalariform, 39, 1273538
scalafmt, 30, 4814052
scalariform, 30, 1317614
scalafmt, 30, 4261810
scalariform, 30, 1273071
scalafmt, 7, 306090
scalariform, 7, 578789
scalafmt, 11, 361279
scalariform, 11, 777832
scalariform, 37, 15832705
scalafmt, 7, 319230
scalariform, 7, 676711
scalafmt, 7, 287359
scalariform, 7, 646826
scalafmt, 9, 425679
scalariform, 9, 943062
scalafmt, 48, 26790691
scalafmt, 10, 354960
scalariform, 10, 657226
scalafmt, 6, 258265
scalariform, 6, 505194
scalariform, 48, 3683689
scalafmt, 10, 333031
scalariform, 10, 663241
scalafmt, 4, 205733
scalariform, 4, 461985
scalafmt, 6, 107494
scalariform, 6, 350497
scalafmt, 3, 208271
scalariform, 3, 486952
scalafmt, 6, 228818
scalariform, 6, 427522
scalafmt, 4, 123539
scalariform, 4, 246929
scalafmt, 4, 194020
scalariform, 4, 405499
scalafmt, 4, 193266
scalariform, 4, 483700
scalafmt, 6, 315456
scalariform, 6, 649727
scalafmt, 17, 3075157
scalariform, 17, 843747
scalafmt, 15, 409377
scalafmt, 119, 57262995
scalariform, 15, 664133
scalafmt, 6, 258183
scalariform, 6, 522048
scalafmt, 4, 118758
scalariform, 4, 401893
scalafmt, 2, 84104
scalariform, 2, 247138
scalafmt, 75, 29710385
scalafmt, 4, 101136
scalariform, 4, 406009
scalafmt, 126, 78456858
scalafmt, 3, 101477
scalariform, 3, 295146
scalafmt, 4, 89983
scalariform, 4, 289608
scalafmt, 4, 101694
scalariform, 4, 379321
scalafmt, 4, 103795
scalariform, 4, 393365
scalafmt, 4, 98189
scalariform, 4, 330742
scalariform, 119, 9352761
scalariform, 75, 6607990
scalafmt, 4, 114946
scalariform, 4, 349032
scalariform, 126, 7222465
scalafmt, 2, 91764
scalariform, 2, 314750
scalafmt, 4, 147868
scalariform, 4, 652331
scalafmt, 6, 101794
scalariform, 6, 396718
scalafmt, 4, 98236
scalariform, 4, 334177
scalafmt, 6, 218723
scalariform, 6, 429117
scalafmt, 6, 255160
scalariform, 6, 526424
scalafmt, 5, 186007
scalariform, 5, 357931
scalafmt, 10, 91439
scalariform, 10, 286758
scalafmt, 7, 102924
scalariform, 7, 371759
scalafmt, 4, 113353
scalariform, 4, 379198
scalafmt, 3, 136408
scalariform, 3, 536324
scalafmt, 39, 16518149
scalafmt, 5, 174805
scalariform, 5, 461579
scalafmt, 7, 300732
scalariform, 7, 584554
scalafmt, 4, 2602573
scalariform, 39, 13611083
scalariform, 4, 11806950
scalafmt, 3, 205298
scalariform, 3, 947383
scalafmt, 11, 413964
scalariform, 11, 849399
scalafmt, 9, 352121
scalariform, 9, 678372
scalafmt, 9, 306440
scalariform, 9, 650296
scalafmt, 6, 277082
scalariform, 6, 527073
scalafmt, 6, 236604
scalafmt, 263, 122704327
scalafmt, 11, 495032
scalariform, 11, 926042
scalafmt, 10, 336561
scalariform, 10, 770572
scalafmt, 149, 87020926
scalafmt, 11, 2422263
scalariform, 11, 740165
scalafmt, 8, 300016
scalariform, 8, 664987
scalafmt, 13, 7328473
scalariform, 263, 28020249
scalariform, 149, 21643858
scalariform, 13, 10675391
scalafmt, 5, 163580
scalariform, 5, 575009
scalafmt, 4, 1449289
scalafmt, 2, 100811
scalafmt, 4, 225949
scalafmt, 6, 281149
scalariform, 6, 894746
scalafmt, 4, 253990
scalafmt, 7, 268645
scalariform, 7, 588222
scalafmt, 7, 249271
scalariform, 7, 539202
scalafmt, 111, 66416492
scalafmt, 4, 2472893
scalafmt, 4, 205980
scalafmt, 7, 327391
scalafmt, 7, 336402
scalafmt, 2, 97461
scalariform, 2, 316147
scalafmt, 86, 102372585
scalafmt, 4, 172902
scalafmt, 7, 975115
scalariform, 7, 920710
scalariform, 111, 12418352
scalafmt, 4, 320352
scalafmt, 22, 2608158
scalariform, 22, 766456
scalariform, 86, 7502799
scalafmt, 77, 42972752
scalariform, 77, 6693038
scalafmt, 22, 3901147
scalariform, 22, 466913
scalafmt, 18, 4822901
scalariform, 18, 637353
scalafmt, 28, 450873
scalafmt, 28, 302103
scalafmt, 26, 3396281
scalariform, 26, 1825956
scalafmt, 28, 3936451
scalariform, 28, 946943
scalafmt, 103, 52393181
scalafmt, 14, 1814766
scalariform, 14, 509814
scalafmt, 14, 1962536
scalariform, 14, 555610
scalafmt, 18, 717797
scalariform, 18, 263067
scalariform, 103, 8800639
scalafmt, 16, 273882
scalariform, 16, 540760
scalafmt, 14, 449111
scalariform, 14, 1130188
scalafmt, 6, 121133
scalariform, 6, 439422
scalafmt, 12, 2706077
scalariform, 12, 634940
scalafmt, 12, 4780274
scalariform, 12, 657704
scalafmt, 23, 3493491
scalariform, 23, 980098
scalafmt, 48, 19632940
scalafmt, 23, 3678228
scalariform, 23, 952537
scalafmt, 203, 109111778
scalafmt, 24, 4778653
scalafmt, 154, 84192456
scalariform, 24, 1523473
scalafmt, 24, 5016559
scalariform, 24, 1936748
scalariform, 48, 17445828
scalariform, 203, 18021751
scalafmt, 24, 4659946
scalariform, 154, 13005478
scalariform, 24, 1159030
scalafmt, 24, 4997309
scalariform, 24, 1379762
scalafmt, 49, 17408218
scalafmt, 24, 9199797
scalariform, 49, 3524907
scalariform, 24, 1171006
scalafmt, 24, 4470667
scalariform, 24, 1156092
scalafmt, 36, 9708533
scalafmt, 24, 37328044
scalariform, 36, 36131154
scalariform, 24, 1320328
scalafmt, 24, 4811812
scalariform, 24, 1321967
scalafmt, 24, 4729708
scalariform, 24, 1344267
scalafmt, 24, 7209248
scalariform, 24, 1266828
scalafmt, 717, 634867958
scalafmt, 23, 3951154
scalariform, 23, 1183120
scalafmt, 23, 960840
scalafmt, 103, 93827064
scalariform, 23, 1051593
scalafmt, 18, 3741752
scalariform, 18, 1021937
scalafmt, 23, 39842788
scalariform, 103, 9547683
scalariform, 23, 1407271
scalafmt, 18, 4018953
scalariform, 18, 1086909
scalafmt, 24, 3860783
scalariform, 24, 1031718
scalafmt, 24, 4120471
scalariform, 24, 1085746
scalafmt, 32, 16073041
scalafmt, 18, 2336461
scalariform, 18, 679622
scalafmt, 18, 2635283
scalariform, 18, 707188
scalariform, 32, 8248283
scalafmt, 21, 4267683
scalariform, 21, 1111953
scalafmt, 21, 1064173
scalafmt, 21, 6466083
scalariform, 21, 3901535
scalafmt, 21, 513597
scalafmt, 9, 1882966
scalariform, 9, 469817
scalafmt, 30, 14796577
scalafmt, 13, 3811703
scalariform, 13, 636368
scalariform, 30, 4465361
scalariform, 717, 70209803
scalafmt, 15, 1873391
scalariform, 15, 556199
scalafmt, 9, 7793255
scalariform, 9, 477484
scalafmt, 13, 2196568
scalariform, 13, 648661
scalafmt, 219, 167056532
scalafmt, 20, 11786292
scalariform, 20, 1789687
scalafmt, 13, 5068312
scalariform, 13, 1325477
scalafmt, 28, 7336797
scalariform, 28, 4923704
scalafmt, 32, 12884899
scalariform, 219, 23348754
scalariform, 32, 2582400
scalafmt, 28, 10699803
scalariform, 28, 1300169
scalafmt, 27, 4772752
scalafmt, 26, 8656271
scalariform, 27, 1291442
scalafmt, 122, 280403538
scalariform, 26, 8296422
scalafmt, 27, 9679097
scalariform, 27, 1612236
scalafmt, 14, 2624670
scalariform, 14, 761663
scalafmt, 14, 3021658
scalariform, 14, 780976
scalafmt, 116, 61394507
scalariform, 122, 20809066
scalafmt, 29, 4443169
scalariform, 29, 1139756
scalafmt, 29, 4660674
scalariform, 116, 12229808
scalariform, 29, 1677574
scalafmt, 29, 255317
scalafmt, 12, 1611188
scalariform, 12, 489180
scalafmt, 478, 444672851
scalafmt, 93, 30358294
scalafmt, 8, 1422689
scalariform, 8, 511462
scalafmt, 20, 4694670
scalafmt, 98, 50820814
scalariform, 20, 1196572
scalafmt, 19, 3330107
scalariform, 93, 4428902
scalariform, 19, 913422
scalafmt, 17, 2727133
scalariform, 17, 765373
scalariform, 98, 8323463
scalafmt, 32, 6107422
scalariform, 32, 1608435
scalafmt, 44, 6535642
scalafmt, 65, 30802824
scalariform, 44, 1563919
scalafmt, 37, 15384549
scalariform, 37, 2176770
scalariform, 65, 5189920
scalafmt, 25, 9309781
scalariform, 25, 1562689
scalafmt, 31, 6100784
scalariform, 31, 1441716
scalafmt, 17, 3090427
scalariform, 17, 852152
scalafmt, 30, 7502462
scalariform, 30, 2264050
scalafmt, 72, 30009184
scalariform, 72, 6955621
scalafmt, 28, 8608819
scalariform, 28, 2294377
scalariform, 478, 67826571
scalafmt, 15, 9233305
scalariform, 15, 585850
scalafmt, 28, 7994146
scalariform, 28, 3312327
scalafmt, 364, 221248876
scalafmt, 851, 705211052
scalafmt, 100, 76116093
scalafmt, 65, 32155966
scalariform, 65, 5844859
scalariform, 100, 8099323
scalafmt, 52, 48039999
scalafmt, 88, 53689915
scalafmt, 42, 16884319
scalariform, 364, 36831150
scalariform, 52, 5093266
scalariform, 42, 4260357
scalariform, 88, 13056092
scalafmt, 18, 6311115
scalariform, 18, 1543169
scalafmt, 72, 31957671
scalafmt, 182, 147857417
scalariform, 72, 6893787
scalariform, 182, 15095971
scalafmt, 72, 33790631
scalafmt, 36, 13456454
scalariform, 36, 2934700
scalafmt, 71, 82102350
scalariform, 72, 9681750
scalafmt, 22, 5803631
scalariform, 22, 1502261
scalafmt, 19, 3928477
scalariform, 19, 949181
scalafmt, 20, 5282565
scalariform, 71, 8857398
scalariform, 20, 1369921
scalafmt, 230, 186290723
scalafmt, 36, 14551838
scalariform, 36, 3392138
scalariform, 851, 120320747
scalariform, 230, 17466463
scalafmt, 30, 3653845
scalariform, 30, 1075684
scalafmt, 66, 34233910
scalafmt, 19, 13022950
scalariform, 19, 2234838
scalariform, 66, 6124889
scalafmt, 49, 20976863
scalariform, 49, 4525163
scalafmt, 16, 8524447
scalariform, 16, 984848
scalafmt, 237, 122884000
scalafmt, 39, 11577242
scalafmt, 76, 32012816
scalafmt, 38, 15458808
scalariform, 39, 1979562
scalafmt, 15, 1625430
scalariform, 15, 495518
scalariform, 38, 3527880
scalariform, 76, 5076087
scalafmt, 21, 6815106
scalariform, 21, 1508852
scalafmt, 35, 15110030
scalafmt, 21, 6958751
scalariform, 21, 1625927
scalafmt, 54, 16457239
scalariform, 35, 5538470
scalariform, 54, 3795580
scalariform, 237, 31896059
scalafmt, 103, 164013477
scalafmt, 28, 17248604
scalariform, 103, 12437427
scalariform, 28, 5103809
scalafmt, 92, 55779131
scalariform, 92, 20597262
scalafmt, 373, 184870963
scalafmt, 36, 14443738
scalafmt, 130, 63497121
scalariform, 36, 3546581
scalafmt, 283, 100072244
scalariform, 130, 13995075
scalariform, 373, 27264351
scalafmt, 46, 22651494
scalariform, 46, 4145179
scalariform, 283, 18218934
scalafmt, 46, 23349537
scalariform, 46, 5143377
scalafmt, 249, 159385142
scalafmt, 38, 21471124
scalariform, 38, 3286482
scalariform, 249, 26575092
scalafmt, 37, 15123906
scalariform, 37, 3319684
scalafmt, 19, 5635658
scalariform, 19, 1402568
scalafmt, 44, 12814527
scalariform, 44, 2793598
scalafmt, 31, 7132336
scalariform, 31, 2028683
scalafmt, 206, 113964005
scalafmt, 31, 7938967
scalafmt, 50, 23190406
scalariform, 31, 1836976
scalariform, 50, 5806117
scalafmt, 39, 8644374
scalariform, 39, 2011487
scalafmt, 14, 5855025
scalariform, 14, 1566317
scalariform, 206, 17842314
scalafmt, 22, 4792672
scalafmt, 260, 215068254
scalariform, 22, 1273473
scalafmt, 16, 3017528
scalariform, 16, 805635
scalafmt, 18, 7562127
scalariform, 18, 1622441
scalafmt, 26, 7012906
scalariform, 26, 1718666
scalariform, 260, 19162119
scalafmt, 51, 28140621
scalariform, 51, 4930038
scalafmt, 21, 11365085
scalariform, 21, 1504570
scalafmt, 76, 39171185
scalariform, 76, 6401314
scalafmt, 38, 15592823
scalariform, 38, 3171330
scalafmt, 36, 14070541
scalariform, 36, 3463352
scalafmt, 524, 421268677
scalafmt, 38, 14828453
scalariform, 38, 6234051
scalafmt, 53, 33913342
scalariform, 53, 5098546
scalafmt, 332, 287348371
scalafmt, 29, 10687440
scalariform, 29, 2331037
scalafmt, 194, 164194994
scalafmt, 41, 12872027
scalariform, 524, 76065048
scalariform, 41, 2769385
scalariform, 194, 25264647
scalafmt, 38, 14063863
scalariform, 332, 34471895
scalafmt, 50, 19014997
scalariform, 50, 4074776
scalariform, 38, 11745831
scalafmt, 66, 31223689
scalariform, 66, 4091023
scalafmt, 121, 48791833
scalariform, 121, 9915083
scalafmt, 60, 25620280
scalafmt, 199, 262594349
scalariform, 60, 5967768
scalariform, 199, 50693879
scalafmt, 79, 103135918
